identificador,dia,hora,user,textoidentificador,dia,hora,user,texto
1496260149152866304,2022-02-22,20:06:33,jimmyproton8,'@gbianchi404 @forosuy @GustavoZubia @VotaSiUy Y vos entendes algo?'
1496271667060183040,2022-02-22,20:52:19,alonnnsozoe,'Lo unico que hace es tirar estados porque nunca habla d frente ajajaja encima q habla el amigo por vos jajahahah na q asco cargo'
1496271181816729602,2022-02-22,20:50:23,liberarceuy,'Trabajadores de la salud privada/Fus movilizada por el #votaSI y en solidaridad con trabajadores de Casa de Galicia  Movilizacion de la Fus  https://t.co/1fIpEqLWeg a través de @FacebookWatch'
1496271642963898368,2022-02-22,20:52:13,tamatane1,'@MECAMUS ❤👍 cuando el presidente  puede circular con la frente en alto libremente y sin guarda-espaldas ....votamos por la persona  correcta'
1496266343087288328,2022-02-22,20:31:10,martinaldaya,'@Frente_Amplio'
1496271118021320706,2022-02-22,20:50:08,guyunusa8,'#DebateLUC #VotaSi'
1496270638599876621,2022-02-22,20:48:14,oandradelallana,'Es hoy a las 21:00 hs 🟣  El debate se transmite por canales, portales y radios y de todo el país. Contará con intérprete de LSU.  Acompañanos con #votasi #DebateLUC ✌️  https://t.co/XPhFHjBS2F'
1496271547878846470,2022-02-22,20:51:51,alerodrig21,'Ay mi niño el sólito se manda al frente'
1496270458957799429,2022-02-22,20:47:31,ffleita,'@Selene07Mari #VotaSi #DebatexTVCiudad'
1496270358646865931,2022-02-22,20:47:07,guyunusa8,'@TVCIUDADuy  #VotaSi'
1496270347259334665,2022-02-22,20:47:04,jeperipingopos1,'#VotaSi  https://t.co/LQjHoJXfmL'
1496270152287064070,2022-02-22,20:46:18,oberonsixsixsix,'20:55 arranca el debate, vayan prendiendo esa tv #VotaSi'
1496270074722025472,2022-02-22,20:45:59,frente_amplio,'Estamos ahí🔥  En breve empieza el #debateLUC La campaña de la gente en la voz de @Oandradelallana   #votasi 🗳  📡 También lo podes ver acá  https://t.co/94lEe2ZHmd  https://t.co/1hAIQlcUMH'
1496270045005111300,2022-02-22,20:45:52,ffleita,'@RojoCaballero2 @marygambler #VotaSi #DebatexTVCiudad'
1496269931813429249,2022-02-22,20:45:25,ffleita,'@darwincanelones @Oandradelallana @VotaSiUy #VotaSi #DebatexTVCiudad'
1496269833385697281,2022-02-22,20:45:02,jfaeste,'Primer debate público sobre la LUC te invitamos a seguirlo por las diferentes redes o por TV ciudad.  El 27 de marzo votar informado, #VotaSi'
1496270277189242880,2022-02-22,20:46:48,tvflorida,'La floridense @AltesorDaniela maquilló a los senadores @Oandradelallana y @GuidoManiniRios previo al debate. Estuvo en todos los detalles, utilizó esponjas con los colores de las papeletas para cada uno de ellos.  https://t.co/OrOBzdRozF'
1496270112261029888,2022-02-22,20:46:08,agrinigue,'@fmflorida89_3 @Carina_Novas @MarianaLorier @gabyrodriguezbu @fafloridauy @Oandradelallana #votosi  https://t.co/vZxKGHU0dR'
1496270074722025472,2022-02-22,20:45:59,frente_amplio,'Estamos ahí🔥  En breve empieza el #debateLUC La campaña de la gente en la voz de @Oandradelallana   #votasi 🗳  📡 También lo podes ver acá  https://t.co/94lEe2ZHmd  https://t.co/1hAIQlcUMH'
1496269931813429249,2022-02-22,20:45:25,ffleita,'@darwincanelones @Oandradelallana @VotaSiUy #VotaSi #DebatexTVCiudad'
